
Project information
boar-tasks (698316)	watchify (329831)	Package Manager: NPM
RepoID: 342569
Tag information:
CommitInfo{repo='GitHub', hash='f680a8bf0d60d36168b07976333a34be59735dac', version='v0.1.1'}
DependencyVersion(version=2.0.0, time=2014-10-08 02:45:12 UTC)
DependencyVersion(version=2.1.0, time=2014-10-25 11:37:09 UTC)
DependencyVersion(version=2.1.1, time=2014-11-02 21:10:46 UTC)
DependencyVersion(version=2.2.0, time=2014-12-12 20:09:21 UTC)
DependencyVersion(version=2.2.1, time=2014-12-12 21:35:16 UTC)
DependencyVersion(version=2.3.0, time=2015-01-30 20:38:35 UTC)
DependencyVersion(version=2.4.0, time=2015-02-21 06:18:01 UTC)
DependencyVersion(version=2.5.0, time=2015-03-21 22:28:49 UTC)
DependencyVersion(version=2.6.0, time=2015-03-23 03:38:38 UTC)
DependencyVersion(version=2.6.1, time=2015-03-25 21:36:52 UTC)
DependencyVersion(version=2.6.2, time=2015-03-26 15:04:01 UTC)
DependencyVersion(version=3.0.0, time=2015-03-30 02:15:35 UTC)
DependencyVersion(version=3.0.1, time=2015-03-30 23:30:47 UTC)
DependencyVersion(version=3.1.0, time=2015-03-31 02:05:49 UTC)
DependencyVersion(version=3.10.0, time=2018-01-27 06:49:26 UTC)
DependencyVersion(version=3.1.1, time=2015-04-14 22:03:32 UTC)
DependencyVersion(version=3.11.0, time=2018-03-04 01:16:17 UTC)
DependencyVersion(version=3.1.2, time=2015-04-20 20:12:59 UTC)
DependencyVersion(version=3.2.0, time=2015-04-26 21:24:42 UTC)
DependencyVersion(version=3.2.1, time=2015-04-30 17:20:41 UTC)
DependencyVersion(version=3.2.2, time=2015-06-07 01:06:11 UTC)
DependencyVersion(version=3.2.3, time=2015-06-23 23:48:36 UTC)
DependencyVersion(version=3.3.0, time=2015-07-18 03:59:24 UTC)
DependencyVersion(version=3.3.1, time=2015-07-29 19:21:19 UTC)
DependencyVersion(version=3.4.0, time=2015-09-02 04:02:45 UTC)
DependencyVersion(version=3.5.0, time=2015-10-25 22:04:44 UTC)
DependencyVersion(version=3.6.0, time=2015-10-30 04:41:21 UTC)
DependencyVersion(version=3.6.1, time=2015-11-15 21:33:47 UTC)
DependencyVersion(version=3.7.0, time=2016-01-09 20:35:46 UTC)
DependencyVersion(version=3.8.0, time=2016-12-14 19:39:58 UTC)
DependencyVersion(version=3.9.0, time=2017-01-25 07:19:32 UTC)
