numVersA,numVersB,numDistinctDepDecs,avgMajorVersBehind,avgMinorVersBehind,avgMicroVersBehind,numMajorDecChanges,numMinorDecChanges,numMicroDecChanges,numBackwardsDecChanges,
com.gu:facia-json_2.11::org.specs2:specs2_2.11,98,62,1,1,1.150943,1,0,0,0,0
io.ebean:ebean::com.fasterxml.jackson.core:jackson-databind,86,110,3,0,0.3875,1.975,0,10,17,13
org.skinny-framework:skinny-framework_2.11::org.mockito:mockito-core,90,258,11,0.728814,0.084746,0.254237,12,9,1,10
org.http4s:http4s-servlet_2.10::org.specs2:specs2-scalacheck_2.10,108,163,7,0,0.168831,1.207792,0,19,21,19
org.grails:grails-datastore-gorm-tck::org.codehaus.groovy:groovy,106,163,9,0,0.220339,0.644068,0,0,50,26
org.apereo.cas:cas-server-core-api-protocol::org.codehaus.groovy:groovy-groovysh,58,58,1,0,0,0,0,0,0,0
com.spotify:helios-services::com.sun.jersey:jersey-core,226,97,1,0,1,3.852679,0,0,0,0
io.fabric8:rest-utils::org.eclipse.jetty:jetty-servlet,201,235,1,0,2.39801,0.452736,0,0,0,0
com.bertramlabs.plugins:ratpack-asset-pipeline::io.ratpack:ratpack-core,70,52,1,0,0,0,0,0,0,0
org.apereo.cas:cas-server-support-saml-idp-core::com.github.fakemongo:fongo,56,51,8,0,0.568627,0.803922,0,25,11,19
org.jresearch.commons.gwt:org.jresearch.commons.gwt.flexess.srv::org.jresearch.commons.base.manager:org.jresearch.commons.base.manager.api,71,54,8,0,0,0,0,0,8,5
org.apereo.cas:cas-server-core-api-webflow::com.zaxxer:HikariCP,54,54,11,0.134615,0.307692,0.865385,13,20,3,17
uk.co.jemos.podam:podam::org.springframework:spring-messaging,82,57,1,0,1,1,0,0,0,0
org.apereo.cas:cas-server-core-webflow::org.codehaus.groovy:groovy-groovysh,58,58,5,0.586207,1.655172,1.103448,2,0,13,7
com.google.cloud:google-cloud-spanner::com.google.api:gax,63,97,1,0,1,4,0,0,0,0
org.apereo.cas:cas-server-support-saml-idp-core::org.springframework:spring-core,56,83,2,0,0,0,0,0,1,0
com.scireum:sirius-web::io.netty:netty-all,115,113,5,1,0.365217,6.026087,0,40,21,28
com.floragunn:search-guard-5::org.elasticsearch:elasticsearch,100,225,30,0.65,0.75,1.2,0,60,7,35
net.dongliu:requests::org.eclipse.jetty:jetty-servlet,100,235,3,0,0.975,5.15,0,31,0,17
com.vmware.xenon:xenon-common::io.netty:netty-all,110,113,5,0.972727,0,4.654545,4,0,38,22
com.untzuntz.ustack:ustack-server::io.netty:netty,94,70,1,1,3.595745,8.595745,0,0,0,0
org.apache.servicemix.bundles:org.apache.servicemix.bundles.hbase::org.apache.hbase:hbase-annotations,70,64,6,0.176471,0.176471,0.529412,1,2,3,2
org.springframework.data:spring-data-redis::org.springframework:spring-context,69,74,8,0.421053,0.631579,0.105263,13,3,1,8
au.com.dius:pact-jvm-consumer-groovy_2.11::org.scala-lang:scala-compiler,139,76,2,0,1.397436,1.307692,0,0,10,5
org.javers:javers-persistence-mongo::com.github.fakemongo:fongo,171,51,8,0.011834,0.189349,1.177515,23,50,32,52
com.netflix.genie:genie-common::com.netflix.eureka:eureka-client,94,147,4,0,0,5.4,0,0,7,3
org.apereo.cas:cas-server-core-webflow::org.springframework:spring-aop,58,81,17,0.416667,0.020833,1.291667,0,2,36,18
org.apereo.cas:cas-server-core-services::org.springframework:spring-tx,50,84,18,0.416667,0.020833,1.354167,0,2,38,19
com.mebigfatguy.fb-contrib:fb-contrib::org.springframework:spring-tx,51,84,4,0.392857,0.035714,3.964286,0,4,6,5
org.kaazing:gateway.server::com.hazelcast:hazelcast,104,152,1,2,0,0,0,0,0,0
org.apereo.cas:cas-server-support-jdbc::org.springframework:spring-context-support,58,84,22,0.490909,0.018182,1,2,2,44,23
com.bertramlabs.plugins:karman-openstack::org.codehaus.groovy:groovy-all,66,150,1,0,4,1,0,0,0,0
org.elasticsearch:elasticsearch-lang-python::org.elasticsearch:elasticsearch,50,225,8,0,0.1,0.1,3,3,1,4
org.scalaz:scalaz-scalacheck-binding_2.10::org.scalaz:scalaz-concurrent_2.10,106,85,19,0,1,0,0,0,20,11
com.bbossgroups:bboss-mvc::com.fasterxml.jackson.dataformat:jackson-dataformat-xml,76,97,7,0,0.232877,1.438356,0,32,15,15
org.apereo.cas:cas-server-core-api-util::org.springframework:spring-context,58,74,17,0,0,1.183673,0,0,41,20
org.springframework.integration:spring-integration-ws::org.springframework:spring-webmvc,92,75,33,0.244898,0.306122,0.306122,17,29,2,21
org.apereo.cas:cas-server-support-oauth-core::org.springframework:spring-webmvc,58,75,11,0.677419,0,0.677419,0,0,21,10
org.apereo.cas:cas-server-support-throttle::org.springframework:spring-web,57,66,11,0,0.032258,1.322581,0,2,17,10
org.onosproject:onos-core-common::io.netty:netty,96,70,1,1,0,1,0,0,0,0
org.grails:grails-plugin-async::org.codehaus.groovy:groovy-test,107,93,8,0.019608,0.098039,0.294118,0,0,29,12
org.apache.camel:camel-web::com.sun.jersey:jersey-atom,69,59,5,0,2.716981,0,0,38,0,15
com.github.bingoohuang:eql::org.springframework:spring-webmvc,75,75,2,0.129032,1.451613,2.258065,0,2,0,1
com.themodernway:themodernway-server-core::org.springframework.integration:spring-integration-ftp,78,80,6,0.195122,0,0.243902,0,0,24,11
org.apereo.cas:cas-server-core-api::org.springframework:spring-tx,58,84,15,0.657143,0,0.657143,2,1,23,12
org.clojure:core.typed-pom::org.clojure:clojurescript,84,184,2,0.214286,0,38.6,0,0,13,7
org.codelibs.fess:fess::org.codehaus.groovy:groovy-all,61,150,5,0.542373,1.491525,2.355932,0,0,28,13
org.codehaus.plexus:plexus-archiver::org.xerial.snappy:snappy-java,56,61,1,0,0,0,0,0,0,0
org.pustefixframework.maven.plugins:pustefix-statuscode-plugin::org.springframework:spring-core,179,83,2,0,0.409836,5.016393,0,6,0,3
org.apereo.cas:cas-server-support-oauth-core::org.springframework:spring-jdbc,58,89,15,0.657143,0,0.628571,2,1,24,12
org.apereo.cas:cas-server-core-authentication::org.springframework:spring-context,54,74,19,0,0.019231,1.25,0,2,44,22
org.scalikejdbc:scalikejdbc-core_2.11::org.mockito:mockito-core,64,258,4,0,0.818182,1,0,7,2,4
org.apereo.cas:cas-server-core-api-webflow::org.hibernate:hibernate-entitymanager,54,153,13,0,0.326923,2.480769,0,2,37,19
org.grails:grails-web-gsp::org.codehaus.groovy:groovy-test,67,93,8,0.02,0.08,0.28,0,0,33,16
com.sksamuel.scruffy:scruffy-marshall_2.10::com.fasterxml.jackson.core:jackson-databind,81,110,4,0,0.209877,0.901235,0,14,15,14
com.netflix.genie:genie-web::com.netflix.eureka:eureka-client,73,147,1,0,0,10.666667,0,0,0,0
org.apereo.cas:cas-server-core-webflow::org.springframework:spring-web,58,66,12,0,0.030303,1.393939,0,2,18,11
org.springframework.data:spring-data-redis::org.springframework:spring-oxm,69,76,8,0.421053,0.631579,0.105263,13,3,1,8
org.realityforge.react4j:react4j-arez::org.eclipse.jetty:jetty-xml,77,235,1,0,2,9.022222,0,0,0,0
org.apache.flink:flink-core::org.xerial.snappy:snappy-java,54,61,2,0,0.666667,1.333333,0,1,0,0
org.apereo.cas:cas-server-support-ldap::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,58,93,3,0,0,0.8,0,0,4,2
com.typesafe.play:sbt-routes-compiler_2.10::org.specs2:specs2-mock_2.10,52,162,5,0,1.307692,0.365385,0,20,0,11
org.springframework:spring-jms::com.fasterxml.jackson.core:jackson-databind,85,110,36,0,1.378049,0.378049,0,74,4,37
com.themodernway:themodernway-server-core::org.springframework:spring-context-support,78,84,11,0.441558,0,0,30,0,33,30
org.apereo.cas:cas-server-support-saml-core::com.fasterxml.jackson.core:jackson-databind,58,110,9,0,0.342857,1.657143,0,15,7,11
org.pustefixframework.webservices:pustefix-webservices-core::org.springframework:spring-context,179,74,3,0,0.390625,4.859375,0,7,0,4
au.com.dius:pact-jvm-provider-scalatest_2.11::org.scala-lang:scala-compiler,59,76,1,0,1.54902,1.705882,0,0,0,0
org.apereo.cas:cas-server-support-oauth-core::org.mockito:mockito-core,58,258,12,0.333333,1.862745,0.019608,18,21,0,19
net.thucydides:thucydides::org.codehaus.groovy:groovy,136,163,2,0.818182,0.818182,1.818182,2,0,0,1
io.fabric8.elasticsearch:openshift-elasticsearch-plugin::org.elasticsearch:elasticsearch,57,225,6,1.368421,0.77193,1.052632,6,5,4,8
org.onosproject:onos-apps-optical-model::io.netty:netty,56,70,1,1,0,1,0,0,0,0
com.twitter:scrooge-generator_2.10::org.mockito:mockito-core,73,258,1,1,1,0,0,0,0,0
org.gitlab4j:gitlab4j-api::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,120,93,5,0,0.275,1.241667,0,49,27,35
org.rundeck:rundeck-storage-api::org.codehaus.groovy:groovy-all,61,150,3,0.245902,2.557377,2.754098,0,18,0,9
org.datanucleus:datanucleus-accessplatform-jdo-neodatis::org.datanucleus:datanucleus-core,59,157,21,0.47619,0.095238,0,1,4,15,11
io.gravitee.management:gravitee-management-api-rest::com.github.tomakehurst:wiremock,86,87,1,0,9.783333,0,0,0,0,0
com.fasterxml.jackson.datatype:jackson-datatype-hibernate4::com.fasterxml.jackson.core:jackson-databind,88,110,1,0,0,1,0,0,0,0
com.mysema.rdf:rdfbean-demo::org.springframework:spring-core,96,83,1,0.045455,0,1,0,0,0,0
org.apereo.cas:cas-server-support-themes::org.hibernate:hibernate-hikaricp,57,76,9,0,0.615385,1.192308,0,2,11,6
org.specs2:specs2-matcher-extra_2.12::org.specs2:specs2-core_2.12,70,54,1,0,0,0,0,0,0,0
net.thucydides:thucydides-core::com.fasterxml.jackson.datatype:jackson-datatype-guava,143,89,3,0,0.153846,0.923077,0,2,0,1
io.gravitee.management:gravitee-management-api-rest::com.fasterxml.jackson.core:jackson-databind,86,110,1,0,1,1,0,0,0,0
org.springframework.amqp:spring-rabbit::org.springframework:spring-aop,60,81,23,0.28,0.24,0.7,28,11,5,19
au.com.dius:pact-jvm-provider-gradle_2.10::org.mockito:mockito-core,64,258,2,1,0.774194,0,0,11,0,6
com.tumblr:colossus-testkit_2.11::com.typesafe.akka:akka-agent_2.11,85,64,2,0,0.826667,4.306667,0,0,16,8
org.apereo.cas:cas-server-support-saml-core::org.springframework:spring-tx,58,84,14,0.647059,0,0.676471,2,1,24,12
org.webpieces:http-shared::org.codehaus.groovy:groovy-all,58,150,1,0.320755,0.924528,4.792453,0,0,0,0
org.apereo.cas:cas-server-core-api-services::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,58,88,10,0,0.351351,1.594595,0,15,9,13
org.realityforge.arez:arez-processor::org.eclipse.jetty:jetty-xml,67,235,1,0,2,9.26,0,0,0,0
org.codelibs.fess:fess::org.apache.tomcat:tomcat-jasper,61,148,10,1,0,2.685185,0,0,30,11
org.lastaflute:lastaflute::org.dbflute:dbflute-runtime,249,78,2,0,0,0.975904,0,0,84,42
org.dbflute.utflute:utflute-lastaflute::org.lastaflute:lastaflute,122,249,28,0.032787,0.065574,0.647541,18,38,32,44
org.apereo.cas:cas-server-core-util::org.springframework.integration:spring-integration-amqp,55,74,2,0,0.333333,0.666667,0,0,1,0
org.apereo.cas:cas-server-core-api-monitor::com.github.axet:wget,58,58,1,0,0,0,0,0,0,0
org.apereo.cas:cas-server-support-jdbc-drivers::org.javers:javers-core,56,178,1,0,1,1,0,0,0,0
com.epam.jdi:jdi-matchers::org.testng:testng,112,69,2,0,1.40404,4.545455,0,30,0,15
com.cedarsoftware:json-io::com.cedarsoftware:java-util,83,63,22,0,0.051282,0.089744,0,52,1,23
com.netflix.priam:priam::com.sun.jersey:jersey-bundle,121,94,3,0,5.881356,0.135593,0,28,3,16
org.apereo.cas:cas-server-core-monitor::org.springframework:spring-context-support,58,84,22,0.472727,0.018182,1.163636,2,2,45,22
pl.allegro.tech.hermes:hermes-consumers::org.eclipse.jetty.http2:http2-http-client-transport,67,76,1,0,1,5.578947,0,0,0,0
org.apereo.cas:cas-server-support-ldap-core::org.codehaus.groovy:groovy-groovysh,58,58,1,0,0,0,0,0,0,0
com.sksamuel.scruffy:scruffy-server_2.11::io.netty:netty-all,87,113,1,0,0,0,0,0,0,0
org.grails:grails-plugin-gsp::org.codehaus.groovy:groovy-all,106,150,13,0,0.678571,0.214286,0,11,7,9
com.floragunn:search-guard-6::org.elasticsearch.plugin:percolator-client,133,55,11,0,0.482759,1.425287,0,40,18,27
org.apereo.cas:cas-server-support-throttle::org.springframework:spring-orm,57,81,17,0.5,0.02,1.2,0,2,40,20
org.apereo.cas:cas-server-support-jdbc-drivers::com.zaxxer:HikariCP,56,54,9,0.212121,0.121212,1.30303,10,4,7,12
com.themodernway:themodernway-server-core::org.springframework:spring-test,78,61,6,0,0,0,0,0,17,8
org.realityforge.arez:arez-component::org.eclipse.jetty:jetty-util,73,206,1,0,2,9.285714,0,0,0,0
org.apereo.cas:cas-server-support-saml::org.springframework:spring-webmvc,58,75,10,0.677419,0,0.709677,0,0,22,10
org.realityforge.arez:arez-core::org.realityforge.guiceyloops:guiceyloops,110,64,1,0,2.506173,0,0,0,0,0
org.grails:grails-web-jsp::org.codehaus.groovy:groovy,67,163,8,0.019608,0.098039,0.294118,0,0,34,16
org.skinny-framework:skinny-json_2.11::org.mockito:mockito-core,70,258,11,0.728814,0.084746,0.254237,12,9,1,10
com.alibaba:druid::org.springframework:spring-orm,75,81,2,0.553191,0.531915,4.617021,4,0,0,2
org.jboss.narayana.jts:narayana-jts-idlj::io.netty:netty-all,68,113,1,1,1,10,0,0,0,0
org.apache.cxf.systests:cxf-systests-jaxrs::org.springframework.security:spring-security-acl,90,50,2,0.095238,0,1.714286,7,0,0,4
org.apereo.cas:cas-server-core-webflow::org.springframework:spring-orm,58,81,17,0.416667,0.020833,1.291667,0,2,36,18
org.apereo.cas:cas-server-support-oauth-core::org.springframework:spring-tx,58,84,15,0.657143,0,0.628571,2,1,24,12
org.apereo.cas:cas-server-core::org.springframework:spring-tx,53,84,17,0.46,0.02,1.3,0,2,39,21
org.skinny-framework:skinny-twitter-controller_2.10::org.mockito:mockito-core,67,258,10,0.648649,0.135135,0.405405,6,8,1,7
org.avaje.ebeanorm:avaje-ebeanorm::org.mockito:mockito-core,113,258,1,0.380952,0.547619,0,0,0,0,0
org.jresearch.commons.base.manager:org.jresearch.commons.base.manager.impl::org.springframework:spring-context-support,51,84,11,0.156863,0.019608,0.901961,12,1,15,15
org.xwiki.commons:xwiki-commons-extension-repository-maven::com.github.tomakehurst:wiremock,203,87,2,0.704698,4.053691,0,0,33,0,16
org.grails:grails-datastore-gorm-hibernate4::org.grails:grails-validation,85,74,4,0,0.4,0.3,0,0,5,4
org.apereo.cas:cas-server-support-throttle::org.springframework:spring-jms,57,85,19,0.519231,0,1.173077,2,1,43,22
org.apereo.cas:cas-server-core-util::org.springframework.data:spring-data-commons,55,69,8,0.594595,0.081081,3.648649,0,6,15,10
org.http4s:http4s-jetty_2.10::org.scalaz:scalaz-scalacheck-binding_2.10,110,106,21,0,1.201835,0.724771,0,44,30,37
org.apereo.cas:cas-server-core-tickets::org.hibernate:hibernate-core,58,171,11,0,0.351852,2.37037,0,4,39,21
org.apereo.cas:cas-server-support-themes::org.javers:javers-core,57,178,1,0,1,1,0,0,0,0
ch.ralscha:extdirectspring::org.springframework:spring-tx,50,84,4,0,0,0.3,0,0,3,0
com.themodernway:themodernway-server-core::org.springframework.security:spring-security-acl,78,50,7,0.311688,0,0,30,0,25,26
org.apereo.cas:cas-server-support-jdbc::org.springframework:spring-tx,58,84,22,0.490909,0.018182,1,2,2,44,23
org.grails:grails-web-fileupload::org.codehaus.groovy:groovy-all,74,150,8,0,0.25,0.5,0,4,4,4
org.wildfly.security:wildfly-elytron::org.jboss.modules:jboss-modules,107,113,3,0,0.754717,1.141509,0,19,0,9
io.airlift:http-server::org.mockito:mockito-core,59,258,1,0,1,0,0,0,0,0
org.atmosphere:atmosphere-compat-tomcat::org.atmosphere:atmosphere-compat-tomcat,62,62,1,0,0,0.5,0,0,0,0
de.otto.edison:edison-togglz-testsupport::org.mockito:mockito-core,76,258,1,1,0,0,0,0,0,0
org.apereo.cas:cas-server-support-validation::com.fasterxml.jackson.module:jackson-module-kotlin,57,82,4,0,0,1.25,0,0,3,3
org.grails:grails-datastore-gorm-hibernate::org.grails:grails-bootstrap,58,88,5,0,0,0,0,0,7,2
org.apereo.cas:cas-server-core-api-authentication::org.hibernate:hibernate-entitymanager,58,153,10,0,0.473684,1.210526,0,2,24,12
org.springframework.integration:spring-integration-xml::org.springframework:spring-oxm,92,76,39,0.214286,0.267857,0.267857,28,25,2,24
org.specs2:specs2-junit_2.12::org.mockito:mockito-core,76,258,4,0.260274,2.082192,0.191781,26,18,0,20
org.specs2:specs2-junit_2.12::org.specs2:specs2-core_2.12,76,54,1,0,0,0,0,0,0,0
org.realityforge.arez:arez-processor::org.testng:testng,67,69,1,0,0.966667,0,0,0,0,0
au.com.dius:pact-jvm-provider-lein_2.11::org.specs2:specs2_2.11,70,62,1,1,1,0,0,0,0,0
org.apereo.cas:cas-server-support-saml::com.fasterxml.jackson.datatype:jackson-datatype-guava,58,89,9,0,0.361111,1.722222,0,15,7,11
org.apereo.cas:cas-server-support-ldap::com.fasterxml.jackson.datatype:jackson-datatype-guava,58,89,16,0,0.307692,2.173077,0,28,12,22
org.springframework.data:spring-data-gemfire::org.springframework:spring-context-support,55,84,11,0.304348,0.565217,0.086957,10,5,5,9
org.jvnet.hudson.main:hudson-core::org.codehaus.groovy:groovy-all,53,150,2,0,1.8,7.36,0,4,0,2
org.apereo.cas:cas-server-core-api-ticket::com.fasterxml.jackson.datatype:jackson-datatype-guava,58,89,12,0,0.315789,1.526316,0,15,11,15
org.apache.servicemix.bundles:org.apache.servicemix.bundles.hbase::org.xerial.snappy:snappy-java,70,61,2,0,0.912281,1.315789,0,0,18,9
org.apereo.cas:cas-server-support-jpa-util::org.hibernate:hibernate-core,58,171,11,0,0.358491,2.283019,0,4,39,21
org.springframework:spring-test::org.testng:testng,61,69,7,0,0.694915,1.067797,0,38,6,21
org.apereo.cas:cas-server-support-throttle::org.springframework:spring-jdbc,57,89,21,0.5,0.018519,1.12963,2,2,44,22
org.apereo.cas:cas-server-support-validation::org.springframework:spring-jdbc,57,89,22,0.5,0.019231,1.134615,2,2,41,20
com.qaprosoft:carina-core::net.masterthought:cucumber-reporting,84,56,1,1,2,0,0,0,0,0
org.apereo.cas:cas-server-support-jdbc::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,58,88,10,0,0.342105,1.657895,0,15,9,13
org.grails:grails-datastore-gorm::org.grails:grails-async,107,87,16,0.037037,0.666667,1.407407,21,0,26,22
com.themodernway:themodernway-server-core::org.springframework:spring-core,78,83,3,0,0,0,0,0,8,4
com.netflix.genie:genie-common::com.sun.jersey:jersey-client,94,58,2,0,0.727273,0,0,2,0,1
org.apereo.cas:cas-server-core-tickets::org.springframework:spring-test,58,61,12,0,0,1.3,0,2,16,10
org.apache.cxf:cxf-bundle-minimal::org.eclipse.jetty:jetty-security,99,231,9,1.313433,0.791045,0.38806,16,7,9,16
com.linecorp.armeria:armeria-shaded::com.fasterxml.jackson.core:jackson-databind,62,110,9,0,0.354839,0.258065,0,35,13,22
com.ning.billing:killbill-server::org.eclipse.jetty:jetty-deploy,85,235,1,0.727273,0,5.80303,0,0,0,0
org.realityforge.react4j:react4j-arez::org.eclipse.jetty:jetty-servlets,77,235,1,0,2,9.022222,0,0,0,0
org.apereo.cas:cas-server-support-throttle::org.springframework:spring-tx,57,84,21,0.5,0.018519,1.12963,2,2,44,22
org.springframework:spring-context-support::net.sf.jasperreports:jasperreports,84,51,13,0.45,0.983333,0.516667,34,8,4,21
org.http4s:http4s-jawn_2.10::org.specs2:specs2-matcher-extra_2.10,122,162,7,0,0.354839,1.645161,0,22,25,23
org.grails:grails-datastore-gorm-test::org.codehaus.groovy:groovy,105,163,9,0,0.189655,0.637931,0,0,49,26
org.scala-sbt:compiler-interface::org.scala-lang:scala-compiler,51,76,1,0,1,0,0,0,0,0
org.apereo.cas:cas-server-core-authentication::org.springframework.integration:spring-integration-core,54,85,4,0,0,2.705882,0,0,7,4
org.neo4j.app:neo4j-server::org.eclipse.jetty:jetty-server,213,231,4,0,1.555556,5.833333,0,10,6,8
com.netflix.spectator:spectator-reg-atlas::com.fasterxml.jackson.core:jackson-databind,52,110,7,0,0.196078,1.588235,0,31,8,19
org.springframework.security:spring-security-openid::org.mockito:mockito-core,50,258,6,0.657895,0.184211,0,13,13,0,13
com.linecorp.armeria:armeria::io.zipkin.brave:brave-core,112,55,3,0,0.263158,0.157895,0,4,4,4
io.fabric8:kubernetes-client::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,185,88,3,0,0.142857,0.678571,0,5,1,3
com.sun.jersey.samples:groovy::org.codehaus.groovy:groovy-all,58,150,1,0.482759,2.706897,0,0,0,0,0
org.apereo.cas:cas-server-support-saml::org.hibernate:hibernate-entitymanager,58,153,9,0,0.411765,1.088235,0,2,22,11
org.skinny-framework:skinny-common_2.10::org.mockito:mockito-core,139,258,10,0.75,0.089286,0.267857,10,6,1,8
org.springframework.integration:spring-integration-core::org.springframework:spring-tx,85,84,33,0.244898,0.306122,0.306122,17,29,2,22
org.apereo.cas:cas-server-core-api-events::org.springframework:spring-context,55,74,15,0,0,1.346939,0,0,42,20
org.grails:grails-datastore-rest-client::org.codehaus.groovy:groovy,66,163,9,0.016667,0.25,0.683333,0,0,49,26
org.kohsuke.stapler:stapler::org.codehaus.groovy:groovy-all,112,150,1,1.02439,1,6,0,0,0,0
org.apereo.cas:cas-server-core-webflow::com.fasterxml.jackson.module:jackson-module-kotlin,58,82,2,0,0,0.5,0,0,1,1
org.apereo.cas:cas-server-core-api-web::org.springframework:spring-messaging,58,57,11,0.6875,0,0.65625,0,0,23,11
com.netflix.governator:governator-jetty::com.sun.jersey:jersey-server,64,58,1,0,0,1.129032,0,0,0,0
com.android.tools.build:gradle::com.android.tools:common,53,67,2,0,0,0,0,0,1,0
org.http4s:http4s-servlet_2.11::org.eclipse.jetty:jetty-servlet,159,235,22,0,0.547771,1.267516,0,79,38,55
org.springframework.integration:spring-integration-test::org.mockito:mockito-core,80,258,2,0.728814,0.525424,0,0,27,0,13
io.fabric8.jube.images.fabric8:api-registry::org.eclipse.jetty:jetty-jndi,68,235,2,0,1.720588,0.602941,0,29,0,14
com.netflix.spectator:spectator-ext-gc::nl.jqno.equalsverifier:equalsverifier,83,58,2,0,0.777778,0,0,2,0,1
com.lihaoyi:mill-testng::org.testng:testng,80,69,1,0,2,0,0,0,0,0
