numVersA,numVersB,numDistinctDepDecs,avgMajorVersBehind,avgMinorVersBehind,avgMicroVersBehind,numMajorDecChanges,numMinorDecChanges,numMicroDecChanges,numBackwardsDecChanges,
org.grails:grails-datastore-web::org.springframework:spring-web,105,66,16,0.164706,0.647059,0.917647,33,5,38,35
org.grails:grails::org.codehaus.groovy:groovy-all,50,150,15,0,0.714286,0.228571,2,4,15,9
org.apereo.cas:cas-server-core-api::org.springframework.data:spring-data-commons,58,69,4,0.6875,0,4,0,0,14,7
org.clojure:core.typed::org.clojure:clojure,157,110,1,0,0.507246,0,0,0,0,0
org.apereo.cas:cas-server-core-api-authentication::org.springframework:spring-aop,58,81,11,0.69697,0,0.666667,0,0,23,11
org.apereo.cas:cas-server-core-util::org.springframework:spring-webmvc,55,75,14,0.583333,0.027778,0.555556,0,2,24,12
org.bitbucket.bradleysmithllc.etlunit:etlunit-core::org.clojure:clojure,136,110,1,0,1,0,0,0,0,0
org.grails:grails-datastore-gorm-test::org.grails:grails-plugin-testing,105,109,19,0.026316,0.934211,1.486842,27,6,37,35
org.molgenis:molgenis::org.springframework:spring-test,65,61,2,0,0,1,0,0,3,2
com.bbossgroups:bboss-websocket::com.fasterxml.jackson.dataformat:jackson-dataformat-xml,58,97,7,0,0.298246,1.438596,0,30,13,14
org.apereo.cas:cas-server-core-services::org.codehaus.groovy:groovy-groovysh,50,58,4,0.478261,1.652174,1.26087,0,0,8,4
com.fasterxml.jackson.jaxrs:jackson-jaxrs-xml-provider::com.sun.jersey:jersey-server,91,58,1,0,5,0,0,0,0,0
com.machinepublishers:jbrowserdriver::io.github.lukehutch:fast-classpath-scanner,62,137,4,0.12,1.28,2.16,5,4,0,5
org.jbehave.web:jbehave-web-selenium::org.codehaus.groovy:groovy-all,60,150,3,0.928571,1,0.642857,1,0,5,3
pl.allegro.tech.hermes:hermes-common::com.github.fakemongo:fongo,67,51,1,1,0,5.952381,0,0,0,0
com.proofpoint.platform:http-server::org.eclipse.jetty:jetty-jmx,50,231,4,0.222222,0.944444,0.777778,3,1,2,4
org.bonitasoft.engine:bonita-server::org.springframework:spring-aop,61,81,2,0.315789,0.421053,4.631579,0,13,0,7
com.netflix.ribbon:ribbon-eureka::com.netflix.servo:servo-core,53,87,3,0,0.382353,3.558824,0,7,8,7
org.skinny-framework:skinny-factory-girl_2.11::org.mockito:mockito-core,94,258,13,0.68254,0.111111,0.238095,13,10,1,11
org.springframework.security:spring-security-acl::org.springframework:spring-core,50,83,5,0.916667,0,0.916667,2,0,5,4
com.github.rhyskeepence:clairvoyance-core_2.11::org.specs2:specs2_2.11,85,62,1,0,0,0,0,0,0,0
io.vertx:vertx-core::org.openjdk.jmh:jmh-core,52,82,1,0,0,0,0,0,0,0
org.neo4j:neo4j::org.neo4j:neo4j-shell,210,243,2,0,0,0,0,2,0,1
org.grails:grails-test::org.codehaus.groovy:groovy-test,114,93,11,0.034483,0.258621,0.310345,0,0,35,16
org.jbehave:jbehave-spring::org.springframework:spring-aop,64,81,2,1.526316,0,2.157895,7,0,0,3
org.apache.jackrabbit:jackrabbit-webapp::org.apache.jackrabbit:jackrabbit-jcr-servlet,93,53,1,0,0,0,0,0,0,0
com.ibeetl:beetlsql::com.ibeetl:beetl,138,57,24,0,0.1,0.923077,0,37,46,46
jgroups:jgroups::org.testng:testng,56,69,2,0,0.4,0,0,1,0,0
io.fabric8.jube.images.fabric8:app-library::org.eclipse.jgit:org.eclipse.jgit.http.server,51,66,1,0.560976,3,1,0,0,0,0
org.keycloak:keycloak-saml-jetty-adapter-core::org.eclipse.jetty:jetty-security,55,231,1,1,0.581818,3.490909,0,0,0,0
org.atmosphere:atmosphere-compat-tomcat7::org.atmosphere:atmosphere-compat-tomcat7,53,53,1,0,0,0.5,0,0,0,0
org.elasticsearch:elasticsearch::io.netty:netty,225,70,1,1,0,0,0,0,0,0
org.apereo.cas:cas-server-core-services::org.springframework:spring-messaging,50,57,16,0.444444,0,1.422222,0,0,38,19
net.serenity-bdd:serenity-spring::org.springframework:spring-context,231,74,6,0.106145,0.413408,2.480447,24,36,22,41
org.apereo.cas:cas-server-support-saml::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,58,88,9,0,0.371429,1.628571,0,15,7,11
com.themodernway:themodernway-server-core::org.springframework:spring-aop,78,81,11,0.441558,0,0,30,0,33,30
org.apereo.cas:cas-server-core-api-events::com.github.fakemongo:fongo,55,51,8,0,0.531915,0.87234,0,23,10,17
com.floragunn:search-guard-6::org.elasticsearch:elasticsearch,133,225,19,0.121212,1,1.166667,0,91,15,49
org.apereo.cas:cas-server-support-ldap::org.springframework.integration:spring-integration-core,58,85,4,0,0,2.5,0,0,7,4
org.apereo.cas:cas-server-core-util::org.springframework:spring-tx,55,84,16,0.621622,0,0.567568,0,2,28,14
org.apereo.cas:cas-server-support-jpa-util::org.springframework.data:spring-data-commons,58,69,4,0.705882,0,4.235294,0,0,16,8
org.apereo.cas:cas-server-core-api-logout::com.fasterxml.jackson.core:jackson-databind,58,110,10,0,0.351351,1.621622,0,15,8,12
org.apereo.cas:cas-server-core-services::com.github.axet:wget,50,58,3,0,0,0.034483,0,0,3,2
org.apereo.cas:cas-server-core-authentication::org.springframework.integration:spring-integration-amqp,54,74,2,0,0.333333,0.666667,0,0,1,0
org.apereo.cas:cas-server-support-jdbc::org.springframework:spring-webmvc,58,75,18,0.490196,0.019608,1.058824,0,2,40,21
org.simpleflatmapper:sfm-poi::org.apache.poi:poi,96,51,4,0,1.0625,0,0,33,0,15
com.github.rhyskeepence:clairvoyance-specs2_2.11::org.specs2:specs2_2.11,86,62,3,0.072464,0.115942,1.594203,0,25,1,13
org.springframework:spring-web::com.fasterxml.jackson.core:jackson-databind,66,110,26,0,1.75,0.55,0,53,3,26
com.spotify:helios-client::com.fasterxml.jackson.core:jackson-databind,313,110,4,0,0.878981,2.834395,0,20,0,10
org.http4s:http4s-json4s-jackson_2.10::org.specs2:specs2-scalacheck_2.10,131,163,7,0,0.38,1.62,0,24,25,24
net.serenity-bdd:serenity-core::org.eclipse.jetty:jetty-io,220,235,4,0,0,2.602041,0,0,35,15
org.apereo.cas:cas-server-core-api-authentication::org.springframework:spring-jms,58,85,15,0.675676,0,0.621622,2,1,26,13
com.epam.jdi:jdi-uitest-mobile::org.testng:testng,53,69,2,0,1.784314,8.470588,0,4,0,2
io.fabric8.jube.images.fabric8:api-registry::org.eclipse.jetty:jetty-http,68,231,2,0,1.720588,0.602941,0,29,0,14
com.netflix.spectator:spectator-nflx-plugin::com.netflix.eureka:eureka-client,82,147,7,0,0.125,0.5,0,4,8,4
com.fasterxml.jackson.datatype:jackson-datatype-guava::com.fasterxml.jackson.core:jackson-databind,89,110,1,0,0,0,0,0,0,0
org.scalikejdbc:scalikejdbc-test_2.11::org.specs2:specs2_2.11,61,62,4,0,0.266667,0.2,0,2,2,2
top.coos:coos.core::org.apache.poi:poi,57,51,1,1,0,0,0,0,0,0
org.apereo.cas:cas-server-core-logout::org.springframework:spring-webmvc,58,75,11,0.62963,0,0.592593,0,0,18,9
com.github.seratch:scalikejdbc_2.9.2::org.hibernate:hibernate-core,53,171,2,0,1.789474,1.315789,0,0,7,3
org.apereo.cas:cas-server-core-api-validation::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,58,88,10,0,0.351351,1.540541,0,15,9,13
org.skinny-framework:skinny-http-client_2.10::org.eclipse.jetty:jetty-servlet,96,235,21,0,0.770833,0.885417,0,14,39,24
com.codeborne:selenide::org.mockito:mockito-core,109,258,16,0.439394,0.272727,0.439394,12,19,1,18
org.jboss:jboss-ejb-client::org.jboss.modules:jboss-modules,128,113,2,0,0.745455,0.927273,0,6,0,3
org.apereo.cas:cas-server-support-saml-idp-core::com.fasterxml.jackson.module:jackson-module-kotlin,56,82,4,0,0,1.25,0,0,3,3
org.apereo.cas:cas-server-support-jpa-util::org.hibernate:hibernate-hikaricp,58,76,9,0,0.615385,1.192308,0,2,11,6
org.apereo.cas:cas-server-support-saml-idp-core::org.springframework:spring-test,56,61,10,0,0,1.4,0,0,18,10
org.apereo.cas:cas-server-support-validation::org.hibernate:hibernate-core,57,171,11,0,0.38,2.26,0,4,34,18
org.apereo.cas:cas-server-core-api-web::com.github.axet:wget,58,58,1,0,0,0,0,0,0,0
org.apereo.cas:cas-server-core-api-logout::org.springframework:spring-webmvc,58,75,10,0.6875,0,0.6875,0,0,22,10
org.apereo.cas:cas-server-core-api-validation::com.github.fakemongo:fongo,58,51,9,0,0.529412,0.823529,0,29,10,20
org.apereo.cas:cas-server-support-ldap::com.zaxxer:HikariCP,58,54,13,0.134615,0.288462,0.846154,12,23,4,20
de.wayofquality.blended:blended.akka::com.typesafe.akka:akka-osgi_2.11,64,74,6,0,0.468085,3.06383,0,6,13,9
au.com.dius:pact-jvm-consumer-junit_2.11::org.clojure:clojure,133,110,2,0,1.594595,0,0,18,0,9
org.apereo.cas:cas-server-support-ldap::org.mockito:mockito-core,58,258,12,0.34,1.96,0.02,20,18,0,19
org.skinny-framework:skinny-http-client_2.11::org.eclipse.jetty:jetty-servlet,88,235,17,0,0.758621,0.977011,0,12,38,24
org.apereo.cas:cas-server-core-validation::org.hibernate:hibernate-entitymanager,58,153,9,0,0.411765,1.176471,0,2,21,10
org.grails:grails-plugin-datasource::org.codehaus.groovy:groovy,111,163,9,0,0.163636,0.290909,0,0,30,13
org.realityforge.arez:arez-processor::org.eclipse.jetty:jetty-util,67,206,1,0,2,9.26,0,0,0,0
io.nextflow:nxf-httpfs::org.codehaus.groovy:groovy,54,163,5,0.396226,1.471698,0.641509,0,0,38,17
io.fabric8.elasticsearch:openshift-elasticsearch-plugin::io.fabric8:openshift-client,57,155,5,0.473684,0.701754,4.087719,0,2,6,3
org.realityforge.react4j:react4j-dom::org.eclipse.jetty:jetty-plus,86,231,1,0,2,9.022222,0,0,0,0
org.grails:grails-test::org.codehaus.groovy:groovy,114,163,11,0.034483,0.258621,0.310345,0,0,35,16
org.apereo.cas:cas-server-core-tickets::com.fasterxml.jackson.module:jackson-module-kotlin,58,82,4,0,0,1.25,0,0,3,3
com.liferay:com.liferay.dynamic.data.lists.web::com.liferay:com.liferay.exportimport.service,50,70,3,0,3.6,4.52,11,0,0,6
io.get-coursier:coursier_sjs0.6_2.11::org.scalaz:scalaz-core_sjs0.6_2.11,50,51,6,0,1,1.27027,0,0,25,12
org.apereo.cas:cas-server-support-ldap-core::org.springframework.integration:spring-integration-core,58,85,4,0,0,2.5,0,0,7,4
org.grails:grails-web-fileupload::org.codehaus.groovy:groovy-test,74,93,11,0.034483,0.258621,0.310345,0,0,42,20
org.springframework.data:spring-data-commons::com.sun.xml.bind:jaxb-impl,69,51,1,0,0,3.681159,0,0,0,0
net.sf.jabb:jabb-core::org.springframework:spring-webmvc,115,75,1,1,0,11.643678,0,0,0,0
au.com.dius:pact-jvm-consumer-specs2_2.11::org.mockito:mockito-core,133,258,2,1,0.474227,0,0,34,0,17
org.apereo.cas:cas-server-support-saml-core::org.springframework:spring-jdbc,58,89,14,0.647059,0,0.676471,2,1,24,12
com.linecorp.armeria:armeria::org.eclipse.jetty:apache-jsp,112,110,3,0,0.863636,0.363636,0,0,9,5
org.springframework.security:spring-security-acl::org.springframework:spring-aop,50,81,11,0.578947,0,0.578947,12,0,4,8
org.apereo.cas:cas-server-core-api::org.codehaus.groovy:groovy-groovysh,58,58,1,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-specs2_2.10::org.specs2:specs2-junit_2.10,68,160,2,0,0.615385,1.576923,0,11,0,6
net.serenity-bdd:serenity-rest-assured::org.codehaus.groovy:groovy,185,163,1,1,2,3,0,0,0,0
com.netflix.eureka:eureka-client::com.sun.jersey.contribs:jersey-apache-client4,147,52,4,0,2.769231,1.104895,0,40,35,33
com.ning:async-http-client::org.eclipse.jetty:jetty-servlets,126,235,3,0.942149,0.206612,12.024793,19,0,3,11
com.fasterxml.jackson.dataformat:jackson-dataformat-protobuf::com.fasterxml.jackson.core:jackson-databind,50,110,1,0,0,0,0,0,0,0
com.michaelpollmeier:gremlin-scala_2.11::org.scala-lang:scala-compiler,72,76,3,0,0.166667,0,0,0,2,1
com.linecorp.armeria:armeria::org.mockito:mockito-core,112,258,3,0.808511,0.021277,0.680851,13,1,0,6
org.datanucleus:datanucleus-accessplatform-jdo-xml::org.datanucleus:datanucleus-api-jdo,94,92,22,0.345455,0.381818,0,12,19,11,17
org.http4s:http4s-client_2.10::org.specs2:specs2-scalacheck_2.10,131,163,7,0,0.37,1.62,0,24,25,24
org.grails:grails-docs::org.codehaus.groovy:groovy-test,133,93,11,0.035714,0.232143,0.285714,0,0,34,16
org.apereo.cas:cas-server-core-api-util::org.springframework:spring-tx,58,84,20,0.461538,0,1.115385,2,1,42,21
io.zipkin.java:zipkin::org.mockito:mockito-core,167,258,3,0.758333,0.133333,0.758333,20,4,0,14
org.apereo.cas:cas-server-support-oauth-core::com.nimbusds:oauth2-oidc-sdk,58,170,15,0.06,7.78,0.28,2,39,0,21
com.netflix.priam:priam::org.xerial.snappy:snappy-java,121,61,3,0,0.589744,1.068376,0,28,7,18
org.efaps:efaps-kernel::org.testng:testng,57,69,1,0.314815,4.277778,0,0,0,0,0
org.specrunner:specrunner-core::org.springframework:spring-test,135,61,1,0,0,1,0,0,0,0
org.jresearch.commons.gwt:org.jresearch.commons.gwt.base.srv::org.springframework:spring-web,121,66,7,0,0.019802,0.574257,0,3,19,10
org.apereo.cas:cas-server-support-ldap::org.springframework:spring-webmvc,58,75,18,0.489362,0,1.212766,0,2,38,20
com.gu:fapi-client_2.11::com.gu:content-api-client_2.11,95,157,14,0.414894,2.574468,0,67,3,0,32
com.fasterxml.jackson.module:jackson-module-jsonSchema::com.fasterxml.jackson.core:jackson-databind,79,110,1,0,0,0,0,0,0,0
net.e6tech:elements-web::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,67,93,3,0,1.507463,0.522388,0,10,12,10
org.apereo.cas:cas-server-core-api-ticket::com.github.axet:wget,58,58,1,0,0,0,0,0,0,0
com.bullhorn:sdk-rest::org.springframework:spring-core,65,83,2,0,0.753846,2.092308,0,0,12,6
org.grails:grails-datastore-gorm-hibernate4::org.codehaus.groovy:groovy,85,163,5,0,0,0.774194,0,0,19,10
org.keycloak:keycloak-jetty81-adapter::org.eclipse.jetty:jetty-util,67,206,2,1,0.477612,3.014925,0,0,20,10
org.apereo.cas:cas-server-support-jdbc-drivers::org.springframework.data:spring-data-commons,56,69,4,0.741935,0,4.129032,0,0,13,7
de.otto.edison:edison-togglz::org.testng:testng,113,69,2,0,0,0.065574,0,0,10,5
de.halfbit:magnet::org.mockito:mockito-core,51,258,1,0,8.372549,0,0,0,0,0
com.bertramlabs.plugins:coffee-asset-pipeline::org.codehaus.groovy:groovy,59,163,1,0,4,1,0,0,0,0
org.apereo.cas:cas-server-support-jdbc-drivers::org.mariadb.jdbc:mariadb-java-client,56,62,9,0.222222,0.866667,0.866667,22,6,4,16
com.themodernway:themodernway-server-core::org.springframework:spring-web,78,66,6,0,0,0,0,0,17,8
au.com.dius:pact-specification-test_2.11::org.specs2:specs2_2.11,136,62,1,0.604651,0.976744,0,0,0,0,0
org.grails:grails-logging::org.codehaus.groovy:groovy-all,114,150,13,0,0.678571,0.214286,0,11,7,9
org.apereo.cas:cas-server-support-ldap-core::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,58,93,3,0,0,0.8,0,0,4,2
org.apereo.cas:cas-server-core-tickets::org.springframework:spring-webmvc,58,75,11,0.6875,0,0.59375,0,0,23,11
org.apereo.cas:cas-server-core-services::org.springframework:spring-context,50,74,18,0,0.020833,1.354167,0,2,38,19
com.netflix.governator:governator::org.testng:testng,94,69,1,0,7,0,0,0,0,0
com.netflix.governator:governator-commons-cli::org.testng:testng,75,69,1,0,7,0,0,0,0,0
org.apereo.cas:cas-server-support-ldap::org.springframework:spring-context-support,58,84,22,0.471698,0,1.207547,2,2,43,22
com.ibeetl:beetlsql::org.springframework:spring-context,138,74,2,0,0.92437,5.277311,0,2,0,1
net.serenity-bdd:serenity-spring::org.mockito:mockito-core,231,258,3,0.989899,0.10101,0,2,17,0,10
org.apereo.cas:cas-server-core-api-authentication::org.springframework:spring-orm,58,81,11,0.69697,0,0.666667,0,0,23,11
com.netflix.servo:servo-core::com.netflix.spectator:spectator-api,87,85,1,0,2,0,0,0,0,0
com.netflix.governator:governator-commons-cli::com.fasterxml.jackson.core:jackson-databind,75,110,1,0,2.111111,3,0,0,0,0
org.grails:grails-datastore-web::org.codehaus.groovy:groovy,105,163,9,0.016667,0.25,0.683333,0,0,51,27
org.apereo.cas:cas-server-support-saml::com.fasterxml.jackson.core:jackson-databind,58,110,9,0,0.361111,1.722222,0,15,7,11
org.redisson:redisson::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,137,88,7,0,1.609524,0.742857,0,36,17,25
net.sf.jasperreports:jasperreports::org.codehaus.groovy:groovy-all,51,150,5,0.2,1.76,4.92,12,9,1,11
com.netflix.servo:servo-core::org.testng:testng,87,69,1,0,6.833333,0,0,0,0,0
org.apereo.cas:cas-server-core-logout::org.hibernate:hibernate-entitymanager,58,153,10,0,0.451613,0.870968,0,2,19,10
org.apereo.cas:cas-server-core-api-authentication::org.springframework:spring-web,58,66,5,0,0,0.285714,0,0,7,4
org.http4s:http4s-argonaut_2.10::org.specs2:specs2-scalacheck_2.10,130,163,7,0,0.37,1.62,0,24,23,23
com.adaptc.mws:plugins-commons::org.codehaus.groovy:groovy,51,163,1,1,1,2.921569,0,0,0,0
org.http4s:http4s-json4s_2.10::org.specs2:specs2-matcher-extra_2.10,131,162,7,0,0.387755,1.693878,0,22,25,23
de.knightsoft-net:gwt-bean-validators::org.eclipse.jetty.websocket:websocket-client,64,134,1,0,2,11.428571,0,0,0,0
org.apereo.cas:cas-server-core-util::com.github.fakemongo:fongo,55,51,9,0,0.468085,0.914894,0,31,8,20
org.springframework.data:spring-data-mongodb-parent::org.mockito:mockito-core,65,258,1,0,0,1,0,0,0,0
org.apereo.cas:cas-server-support-jdbc::org.springframework:spring-context,58,74,19,0,0.019231,1.057692,0,2,42,22
com.sksamuel.scruffy:scruffy-marshall_2.11::com.fasterxml.jackson.module:jackson-module-scala_2.11,74,55,2,0,0.067568,0.905405,0,0,18,9
com.fasterxml.jackson.module:jackson-module-scala_2.11::com.fasterxml.jackson.module:jackson-module-jsonSchema,55,79,5,0,0.833333,0.166667,0,4,0,3
org.apereo.cas:cas-server-core-api-webflow::org.springframework:spring-core,54,83,6,0,0,1.5,0,0,11,6
com.github.broadinstitute:picard::org.testng:testng,93,69,2,0.053763,2.139785,2.107527,0,29,0,15
org.apereo.cas:cas-server-core-api-authentication::org.codehaus.groovy:groovy-groovysh,58,58,1,0,0,0,0,0,0,0
org.crazyyak.dev:yak-dev-domain::com.fasterxml.jackson.datatype:jackson-datatype-joda,71,89,2,0,1.103448,0.275862,0,4,0,2
com.netflix.feign:feign-jaxrs::org.testng:testng,70,69,2,0,0,1.043478,0,0,8,4
org.apereo.cas:cas-server-core-api-services::com.fasterxml.jackson.datatype:jackson-datatype-guava,58,89,10,0,0.351351,1.594595,0,15,9,13
org.crazyyak.dev:yak-dev-jersey-spring::org.testng:testng,66,69,1,0,5,0,0,0,0,0
uk.co.jemos.podam:podam::org.springframework:spring-context-support,82,84,1,0,0,0.5,0,0,0,0
net.serenity-bdd:serenity-screenplay-webdriver::net.bytebuddy:byte-buddy,157,150,6,0,0.31405,4.140496,0,44,22,31
org.apereo.cas:cas-server-support-ldap-core::org.springframework:spring-jdbc,58,89,22,0.472727,0.018182,1.090909,2,2,44,23
org.jboss.narayana.jts:narayana-jts-jacorb::io.netty:netty-all,68,113,1,1,0.5,8,0,0,0,0
org.apereo.cas:cas-server-support-oauth-core::com.github.fakemongo:fongo,58,51,8,0,0.55102,0.918367,0,29,9,19
com.facebook.presto:presto-hive::org.xerial.snappy:snappy-java,124,61,1,0,1,0,0,0,0,0
com.linecorp.armeria:armeria::org.eclipse.jetty:jetty-annotations,112,235,3,0,0.863636,0.363636,0,0,9,5
io.fabric8.jube.images.fabric8:quickstart-java-cxf-cdi::org.eclipse.jetty:jetty-server,68,231,2,0,1.705882,0.647059,0,31,0,15
org.grails:grails-datastore-gorm-hibernate-core::org.grails:grails-plugin-controllers,84,114,5,0,0,0,0,0,7,2
org.jclouds:jclouds-core::com.sun.jersey:jersey-core,63,97,4,0,1.695652,0.043478,0,13,0,7
net.oschina.j2cache:j2cache-core::net.sf.ehcache:ehcache,53,80,1,0,0,0.641509,0,0,0,0
org.apereo.cas:cas-server-core-api-validation::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,58,93,3,0,0,0.8,0,0,4,2
org.grails:grails-web-mvc::org.codehaus.groovy:groovy-test,74,93,11,0.035714,0.232143,0.285714,0,0,40,19
com.bertramlabs.plugins:ratpack-asset-pipeline::com.bertramlabs.plugins:asset-pipeline-core,70,97,4,0,0,0,0,4,0,3
org.scalameta:quasiquotes_2.11::org.scala-lang:scala-compiler,55,76,3,0,1.321429,0,0,0,12,6
org.apereo.cas:cas-server-core-api-webflow::com.github.fakemongo:fongo,54,51,7,0,0.571429,0.897959,0,25,10,18
com.sksamuel.scruffy:scruffy-server_2.10::com.fasterxml.jackson.core:jackson-databind,99,110,2,0,0,0.733333,0,0,2,1
org.apereo.cas:cas-server-support-themes::org.hibernate:hibernate-core,57,171,11,0,0.352941,2.215686,0,2,39,20
com.fasterxml.jackson.datatype:jackson-datatype-hibernate5::org.hibernate:hibernate-entitymanager,50,153,4,0,0.673469,3.857143,0,23,0,11
com.hazelcast:hazelcast-root::net.bytebuddy:byte-buddy-agent,140,62,1,0,1.8,2,0,0,0,0
org.apereo.cas:cas-server-core-util::com.github.axet:wget,55,58,3,0,0,0.028571,0,0,3,2
org.grails:grails-core::org.codehaus.groovy:groovy,116,163,12,0.033333,0.25,0.3,0,0,38,17
org.hibernate.orm.tooling:hibernate-enhance-maven-plugin::net.bytebuddy:byte-buddy,80,150,5,0,0.666667,2.388889,0,8,6,7
com.themodernway:themodernway-server-core::org.springframework:spring-aspects,78,76,11,0.441558,0,0,30,0,33,30
org.apache.camel:camel-script::org.jruby:jruby,113,80,4,0,1.444444,0.888889,0,2,1,1
org.skinny-framework:skinny-http-client_2.11::org.mockito:mockito-core,88,258,10,0.631579,0.078947,0.394737,6,8,1,7
org.apereo.cas:cas-server-core-api-authentication::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,58,88,12,0,0.325,1.6,0,15,11,15
org.springframework.amqp:spring-rabbit::org.springframework:spring-web,60,66,10,0,0.458333,0.541667,0,10,8,8
org.xwiki.commons:xwiki-commons-velocity::com.fasterxml.jackson.core:jackson-databind,198,110,2,0,1.559322,1.474576,0,0,12,6
org.http4s:http4s-core_2.11::org.specs2:specs2_2.11,161,62,1,0,0,2,0,0,0,0
com.bertramlabs.plugins:less-asset-pipeline::com.bertramlabs.plugins:asset-pipeline-core,63,97,2,0,0,2,0,2,0,1
com.scireum:sirius-search::com.scireum:sirius-kernel,82,117,18,0.05,2.2625,0.3875,64,6,0,30
org.springframework.data:spring-data-neo4j::org.neo4j.app:neo4j-server,64,213,1,0,1,0,0,0,0,0
org.skinny-framework:skinny-orm_2.10::org.scalikejdbc:scalikejdbc_2.10,139,76,40,0.144928,0.007246,0,31,19,33,36
org.specrunner:specrunner-hibernate4::org.hibernate:hibernate-core,115,171,4,0.417391,0,1.443478,0,0,49,24
org.jboss.ironjacamar:ironjacamar-depchain::org.jboss.narayana.txframework:txframework,95,75,4,0,0.945946,7.567568,0,20,6,14
net.serenity-bdd:serenity-core::net.bytebuddy:byte-buddy,220,150,6,0,0.336134,4.420168,0,41,10,23
com.aol.microservices:micro-grizzly::org.mockito:mockito-core,54,258,1,1,1,0,0,0,0,0
org.apereo.cas:cas-server-support-throttle::org.springframework:spring-aop,57,81,17,0.5,0.02,1.2,0,2,40,20
org.craftercms:crafter-core::org.springframework:spring-context,54,74,1,0,2.181818,5.69697,0,0,0,0
org.apereo.cas:cas-server-core-api-services::org.codehaus.groovy:groovy-groovysh,58,58,1,0,0,0,0,0,0,0
org.apereo.cas:cas-server-core-webflow::org.springframework:spring-jms,58,85,19,0.44898,0,1.285714,2,1,39,20
com.github.rhyskeepence:clairvoyance-core_2.10::net.sourceforge.plantuml:plantuml,85,164,4,2.023529,0,0,37,0,0,17
org.lastaflute:lastaflute::org.lastaflute:lasta-di,249,52,17,0,0,0,0,80,57,61
com.hazelcast:hazelcast-spring::org.springframework:spring-core,103,83,1,0,0,0,0,0,0,0
org.crazyyak.dev:yak-dev-jersey-spring::org.springframework:spring-core,66,83,1,0,1,7.5,0,0,0,0
com.holdenkarau:spark-testing-base_2.11::org.eclipse.jetty:jetty-util,153,206,3,0,0.861842,6.684211,0,16,48,29
org.neo4j:neo4j-cypher::org.eclipse.jetty:jetty-servlet,231,235,1,0,1.571429,13.285714,0,0,0,0
com.android.tools.build:builder-test-api::com.android.tools.ddms:ddmlib,75,67,62,0,0,0,29,28,14,32
org.redisson:redisson::com.fasterxml.jackson.datatype:jackson-datatype-jsr310,137,53,1,0,0,0,0,0,0,0
org.apereo.cas:cas-server-core-api-web::org.hibernate:hibernate-hikaricp,58,76,9,0,0.625,1.083333,0,2,10,6
top.ibase4j:ibase4j-common::org.springframework.data:spring-data-redis,53,69,4,0.673077,0,0.480769,4,0,7,6
org.elasticsearch:elasticsearch::jgroups:jgroups,225,56,1,0,1,0,0,0,0,0
com.netflix.dyno:dyno-contrib::com.netflix.servo:servo-core,51,87,3,0,3.959184,0.836735,0,13,1,7
com.expedia.www:haystack-commons::com.netflix.servo:servo-core,53,87,1,0,0,5.617647,0,0,0,0
io.fabric8.forge:camel::com.jcabi:jcabi-aspects,232,59,1,0,3,1,0,0,0,0
org.neo4j:neo4j::org.neo4j:neo4j-udc,210,163,2,0,0,0,0,2,0,1
org.grails:grails-logging::org.codehaus.groovy:groovy-test,114,93,11,0.034483,0.258621,0.310345,0,0,33,15
org.apache.cxf:cxf-bundle-minimal::org.eclipse.jetty:jetty-http,99,231,12,1.295775,0.774648,0.380282,16,10,10,17
com.facebook.presto:presto-cassandra::org.apache.cassandra:cassandra-all,124,186,3,0.622642,0.773585,8.330189,0,10,32,21
org.springframework.data:spring-data-commons::com.mysema.querydsl:querydsl-apt,69,119,1,1,1,2,0,0,0,0
org.apereo.cas:cas-server-core-api-monitor::org.springframework:spring-core,58,83,8,0,0,1.26087,0,0,11,6
com.datastax.spark:spark-cassandra-connector-embedded_2.10::org.xerial.snappy:snappy-java,71,61,1,0,0,1.541667,0,0,0,0
org.apereo.cas:cas-server-core-util::com.nimbusds:nimbus-jose-jwt,55,135,4,0.2,3.8,0,0,5,0,3
au.com.dius:pact-jvm-provider-scalatest_2.11::org.codehaus.groovy:groovy-all,59,150,4,0.294118,1.470588,2,0,0,18,9
org.apereo.cas:cas-server-support-ldap-core::org.springframework:spring-messaging,58,57,16,0.5,0,1.229167,0,0,40,21
org.craftercms:crafter-core::org.springframework:spring-test,54,61,1,0,2.181818,5.69697,0,0,0,0
com.fasterxml.jackson.datatype:jackson-datatype-hibernate3::com.fasterxml.jackson.core:jackson-databind,78,110,2,0,0,1.5,0,1,0,1
com.cedarsoftware:json-io::org.openjdk.jmh:jmh-generator-annprocess,83,75,1,0,0.333333,2.916667,0,0,0,0
io.zipkin:zipkin-cassandra-core::com.datastax.cassandra:cassandra-driver-core,86,68,7,0.953488,0.953488,0.22093,6,0,44,25
com.avsystem.commons:commons-annotations_2.11::org.mockito:mockito-core,92,258,2,0,0.333333,0,0,1,0,1
